,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Empty_Seats,Available_Seat_Miles,Revenue_Passenger_Mile,Missed_Revenue_Miles,Avg_Seats_per_Flight
3476359,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",5576,7530,251,262,2008-09,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,1954,1972860,1460912,511948,30.0
3476360,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4896,7020,234,262,2008-12,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,2124,1839240,1282752,556488,30.0
3476361,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4909,6720,224,262,2008-11,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,1811,1760640,1286158,474482,30.0
3476374,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4743,7200,240,262,2008-02,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,2457,1886400,1242666,643734,30.0
3476385,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",5819,7590,253,262,2008-08,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,1771,1988580,1524578,464002,30.0
3476391,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4209,7260,242,262,2008-01,403655,8520472,34.42620087,-119.8399963,37.6189994812012,-122.375,3051,1902120,1102758,799362,30.0
3476457,DFW,SFO,"Dallas, TX","San Francisco, CA",31018,33724,242,1464,2008-08,12602170,8520472,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,2706,49371936,45410352,3961584,139.0
3476475,ACV,SFO,"Eureka, CA","San Francisco, CA",4350,6240,208,250,2008-06,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,1890,1560000,1087500,472500,30.0
3476477,ACV,SFO,"Eureka, CA","San Francisco, CA",4345,6360,212,250,2008-05,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,2015,1590000,1086250,503750,30.0
3476480,ACV,SFO,"Eureka, CA","San Francisco, CA",4203,6330,211,250,2008-08,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,2127,1582500,1050750,531750,30.0
3476481,DFW,SFO,"Dallas, TX","San Francisco, CA",26406,28136,202,1464,2008-06,12602170,8520472,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,1730,41191104,38658384,2532720,139.0
3476498,ACV,SFO,"Eureka, CA","San Francisco, CA",4033,6180,206,250,2008-04,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,2147,1545000,1008250,536750,30.0
3476503,ACV,SFO,"Eureka, CA","San Francisco, CA",4087,6240,208,250,2008-03,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,2153,1560000,1021750,538250,30.0
3476509,ACV,SFO,"Eureka, CA","San Francisco, CA",4216,6270,209,250,2008-07,128852,8520472,40.978099822998,-124.109001159668,37.6189994812012,-122.375,2054,1567500,1054000,513500,30.0
3476531,DFW,SFO,"Dallas, TX","San Francisco, CA",26841,28983,208,1464,2008-05,12602170,8520472,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,2142,42431112,39295224,3135888,139.0
3476625,DFW,SFO,"Dallas, TX","San Francisco, CA",31838,33328,239,1464,2008-07,12602170,8520472,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,1490,48792192,46610832,2181360,139.0
3477145,LAX,SFO,"Los Angeles, CA","San Francisco, CA",25691,28712,206,337,2008-05,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,3021,9675944,8657867,1018077,139.0
3477166,LAX,SFO,"Los Angeles, CA","San Francisco, CA",24147,28016,201,337,2008-03,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,3869,9441392,8137539,1303853,139.0
3477190,LAX,SFO,"Los Angeles, CA","San Francisco, CA",20364,36022,263,337,2008-10,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,15658,12139414,6862668,5276746,137.0
3477196,LAX,SFO,"Los Angeles, CA","San Francisco, CA",18282,36415,266,337,2008-09,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,18133,12271855,6161034,6110821,137.0
3477202,LAX,SFO,"Los Angeles, CA","San Francisco, CA",17037,29729,217,337,2008-08,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,12692,10018673,5741469,4277204,137.0
3477236,LAX,SFO,"Los Angeles, CA","San Francisco, CA",23792,28568,205,337,2008-01,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,4776,9627416,8017904,1609512,139.0
3477275,LAX,SFO,"Los Angeles, CA","San Francisco, CA",22201,28136,201,337,2008-10,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,5935,9481832,7481737,2000095,140.0
3477296,LAX,SFO,"Los Angeles, CA","San Francisco, CA",16179,28350,207,337,2008-04,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,12171,9553950,5452323,4101627,137.0
3477383,LAX,SFO,"Los Angeles, CA","San Francisco, CA",14957,28624,209,337,2008-12,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,13667,9646288,5040509,4605779,137.0
3477388,LAX,SFO,"Los Angeles, CA","San Francisco, CA",24261,28492,204,337,2008-07,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,4231,9601804,8175957,1425847,140.0
3477485,LAX,SFO,"Los Angeles, CA","San Francisco, CA",22926,28792,206,337,2008-12,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375,5866,9702904,7726062,1976842,140.0
3477522,LAX,SFO,"Los Angeles, CA","San Francisco, CA",24611,30450,214,337,2009-10,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,5839,10261650,8293907,1967743,142.0
3477540,LAX,SFO,"Los Angeles, CA","San Francisco, CA",28156,35209,257,337,2009-10,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,7053,11865433,9488572,2376861,137.0
3477552,LAX,SFO,"Los Angeles, CA","San Francisco, CA",27844,36018,249,337,2009-08,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,8174,12138066,9383428,2754638,145.0
3477557,LAX,SFO,"Los Angeles, CA","San Francisco, CA",21444,30115,221,337,2009-06,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,8671,10148755,7226628,2922127,136.0
3477577,LAX,SFO,"Los Angeles, CA","San Francisco, CA",28517,34374,240,337,2009-07,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,5857,11584038,9610229,1973809,143.0
3477622,LAX,SFO,"Los Angeles, CA","San Francisco, CA",20472,31647,231,337,2009-08,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,11175,10665039,6899064,3765975,137.0
3477647,LAX,SFO,"Los Angeles, CA","San Francisco, CA",23771,32233,236,337,2009-05,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,8462,10862521,8010827,2851694,137.0
3477648,LAX,SFO,"Los Angeles, CA","San Francisco, CA",20830,28408,203,337,2009-01,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,7578,9573496,7019710,2553786,140.0
3477679,LAX,SFO,"Los Angeles, CA","San Francisco, CA",28842,36954,203,337,2009-05,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,8112,12453498,9719754,2733744,182.0
3477721,LAX,SFO,"Los Angeles, CA","San Francisco, CA",18840,32332,236,337,2009-03,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,13492,10895884,6349080,4546804,137.0
3477729,LAX,SFO,"Los Angeles, CA","San Francisco, CA",20702,33017,241,337,2009-04,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,12315,11126729,6976574,4150155,137.0
3477740,LAX,SFO,"Los Angeles, CA","San Francisco, CA",28772,37310,205,337,2009-04,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,8538,12573470,9696164,2877306,182.0
3477751,LAX,SFO,"Los Angeles, CA","San Francisco, CA",18502,28222,206,337,2009-07,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,9720,9510814,6235174,3275640,137.0
3477790,LAX,SFO,"Los Angeles, CA","San Francisco, CA",23567,32880,240,337,2009-09,25749594,8635706,33.94250107,-118.4079971,37.6189994812012,-122.375,9313,11080560,7942079,3138481,137.0
3477926,SMF,SFO,"Sacramento, CA","San Francisco, CA",5411,6690,223,86,2009-07,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1279,575340,465346,109994,30.0
3477928,SMF,SFO,"Sacramento, CA","San Francisco, CA",5209,6390,213,86,2009-03,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1181,549540,447974,101566,30.0
3477962,SMF,SFO,"Sacramento, CA","San Francisco, CA",4621,6030,201,86,2009-10,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1409,518580,397406,121174,30.0
3477975,SMF,SFO,"Sacramento, CA","San Francisco, CA",5354,6780,226,86,2009-08,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1426,583080,460444,122636,30.0
3477986,SMF,SFO,"Sacramento, CA","San Francisco, CA",4834,6180,206,86,2009-09,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1346,531480,415724,115756,30.0
3478002,SMF,SFO,"Sacramento, CA","San Francisco, CA",5408,6480,216,86,2009-06,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1072,557280,465088,92192,30.0
3478015,SMF,SFO,"Sacramento, CA","San Francisco, CA",4941,6210,207,86,2009-01,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1269,534060,424926,109134,30.0
3478025,SMF,SFO,"Sacramento, CA","San Francisco, CA",5096,6300,210,86,2009-04,2127355,8635706,38.6954002380371,-121.591003417969,37.6189994812012,-122.375,1204,541800,438256,103544,30.0
3479088,LAS,SFO,"Las Vegas, NV","San Francisco, CA",23577,32568,209,414,2009-01,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,8991,13483152,9760878,3722274,156.0
3479118,LAS,SFO,"Las Vegas, NV","San Francisco, CA",28730,34536,222,414,2009-04,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,5806,14297904,11894220,2403684,156.0
3479123,LAS,SFO,"Las Vegas, NV","San Francisco, CA",28495,33738,219,414,2009-05,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,5243,13967532,11796930,2170602,154.0
3479146,LAS,SFO,"Las Vegas, NV","San Francisco, CA",27993,36480,234,414,2009-08,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,8487,15102720,11589102,3513618,156.0
3479198,LAS,SFO,"Las Vegas, NV","San Francisco, CA",28029,37296,240,414,2009-06,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,9267,15440544,11604006,3836538,155.0
3479270,LAS,SFO,"Las Vegas, NV","San Francisco, CA",26519,34956,225,414,2009-03,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,8437,14471784,10978866,3492918,155.0
3479327,LAS,SFO,"Las Vegas, NV","San Francisco, CA",26920,38748,250,414,2009-07,1902834,8635706,36.08010101,-115.1520004,37.6189994812012,-122.375,11828,16041672,11144880,4896792,155.0
3479563,DFW,SFO,"Dallas, TX","San Francisco, CA",25838,29540,211,1464,2009-12,12895230,8635706,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,3702,43246560,37826832,5419728,140.0
3480054,JFK,SFO,"New York, NY","San Francisco, CA",21628,23210,211,2586,2009-08,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,1582,60021060,55930008,4091052,110.0
3480093,JFK,SFO,"New York, NY","San Francisco, CA",19678,22220,202,2586,2009-09,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,2542,57460920,50887308,6573612,110.0
3480117,JFK,SFO,"New York, NY","San Francisco, CA",21805,22880,208,2586,2009-07,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,1075,59167680,56387730,2779950,110.0
3480125,JFK,SFO,"New York, NY","San Francisco, CA",17232,22440,204,2586,2009-01,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,5208,58029840,44561952,13467888,110.0
3480150,JFK,SFO,"New York, NY","San Francisco, CA",20530,22732,206,2586,2009-05,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,2202,58784952,53090580,5694372,110.0
3480243,JFK,SFO,"New York, NY","San Francisco, CA",20482,22550,205,2586,2009-12,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,2068,58314300,52966452,5347848,110.0
3480255,JFK,SFO,"New York, NY","San Francisco, CA",21222,23244,210,2586,2009-10,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,2022,60108984,54880092,5228892,111.0
3480262,JFK,SFO,"New York, NY","San Francisco, CA",20052,22182,201,2586,2009-11,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,2130,57362652,51854472,5508180,110.0
3480269,JFK,SFO,"New York, NY","San Francisco, CA",20722,22402,203,2586,2009-06,38139592,8635706,40.63980103,-73.77890015,37.6189994812012,-122.375,1680,57931572,53587092,4344480,110.0
3480349,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4105,6870,229,262,2009-01,407057,8635706,34.42620087,-119.8399963,37.6189994812012,-122.375,2765,1799940,1075510,724430,30.0
3480359,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",3965,6090,203,262,2009-02,407057,8635706,34.42620087,-119.8399963,37.6189994812012,-122.375,2125,1595580,1038830,556750,30.0
3480361,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4930,7050,235,262,2009-03,407057,8635706,34.42620087,-119.8399963,37.6189994812012,-122.375,2120,1847100,1291660,555440,30.0
3480362,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4812,6750,225,262,2009-04,407057,8635706,34.42620087,-119.8399963,37.6189994812012,-122.375,1938,1768500,1260744,507756,30.0
3480363,SBA,SFO,"Santa Barbara, CA","San Francisco, CA",4477,6060,202,262,2009-05,407057,8635706,34.42620087,-119.8399963,37.6189994812012,-122.375,1583,1587720,1172974,414746,30.0
3481783,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6295,7560,252,262,2005-11,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,1265,1980720,1649290,331430,30.0
3481784,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5873,8590,229,262,2005-04,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,2717,2250580,1538726,711854,38.0
3481785,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5745,7260,242,262,2005-08,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,1515,1902120,1505190,396930,30.0
3481786,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6164,8830,265,262,2005-12,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,2666,2313460,1614968,698492,33.0
3481787,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5374,7260,242,262,2005-07,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,1886,1902120,1407988,494132,30.0
3481789,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5579,6570,219,262,2005-02,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,991,1721340,1461698,259642,30.0
3481790,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5672,11700,234,262,2005-06,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,6028,3065400,1486064,1579336,50.0
3481791,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6079,7020,234,262,2005-05,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,941,1839240,1592698,246542,30.0
3481792,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5893,8900,240,262,2005-03,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,3007,2331800,1543966,787834,37.0
3481793,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7586,8100,270,262,2005-10,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,514,2122200,1987532,134668,30.0
3481794,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6166,12900,258,262,2005-09,8299214,400256,37.6189994812012,-122.375,34.42620087,-119.8399963,6734,3379800,1615492,1764308,50.0
3481836,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4656,11800,236,89,2005-07,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,7144,1050200,414384,635816,50.0
3481837,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4825,7888,232,89,2005-06,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3063,702032,429425,272607,34.0
3481840,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4254,8058,237,89,2005-03,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3804,717162,378606,338556,34.0
3481841,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4576,9270,269,89,2005-03,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,4694,825030,407264,417766,34.0
3481842,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4727,8194,241,89,2005-08,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3467,729266,420703,308563,34.0
3481843,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4566,8150,235,89,2005-02,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3584,725350,406374,318976,35.0
3481844,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4663,7570,231,89,2005-04,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2907,673730,415007,258723,33.0
3481845,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4147,7038,207,89,2005-09,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2891,626382,369083,257299,34.0
3481846,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",3632,7480,220,89,2005-02,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3848,665720,323248,342472,34.0
3481848,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4946,7110,237,89,2005-08,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2164,632790,440194,192596,30.0
3481849,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4755,7140,238,89,2005-05,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2385,635460,423195,212265,30.0
3481852,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4837,8126,239,89,2005-07,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3289,723214,430493,292721,34.0
3481853,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4580,6840,228,89,2005-06,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2260,608760,407620,201140,30.0
3481856,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4553,8126,239,89,2005-05,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3573,723214,405217,317997,34.0
3481857,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4310,7888,232,89,2005-04,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3578,702032,383590,318442,34.0
3481858,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4176,6970,205,89,2005-11,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2794,620330,371664,248666,34.0
3481859,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4072,7140,210,89,2005-12,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3068,635460,362408,273052,34.0
3481861,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4428,7106,209,89,2005-10,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2678,632434,394092,238342,34.0
3481862,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4859,7230,241,89,2005-10,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2371,643470,432451,211019,30.0
3481865,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4588,8010,267,89,2005-12,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,3422,712890,408332,304558,30.0
3481866,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5034,7620,254,89,2005-11,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2586,678180,448026,230154,30.0
3481867,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4333,7060,232,89,2005-09,25522350,400256,33.94250107,-118.4079971,34.42620087,-119.8399963,2727,628340,385637,242703,30.0
3481924,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7585,9370,271,262,2006-07,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,1785,2454940,1987270,467670,35.0
3481925,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",4701,6390,213,262,2006-10,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,1689,1674180,1231662,442518,30.0
3481926,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7363,13750,275,262,2006-08,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,6387,3602500,1929106,1673394,50.0
3481927,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6470,8790,293,262,2006-01,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,2320,2302980,1695140,607840,30.0
3481930,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",3751,6090,203,262,2006-12,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,2339,1595580,982762,612818,30.0
3481932,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",5611,8700,264,262,2006-02,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,3089,2279400,1470082,809318,33.0
3481933,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7310,9156,262,262,2006-06,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,1846,2398872,1915220,483652,35.0
3481934,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",4332,6000,200,262,2006-09,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,1668,1572000,1134984,437016,30.0
3481936,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",6979,8850,295,262,2006-03,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,1871,2318700,1828498,490202,30.0
3481937,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7684,8520,284,262,2006-04,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,836,2232240,2013208,219032,30.0
3481939,SFO,SBA,"San Francisco, CA","Santa Barbara, CA",7373,8040,268,262,2006-05,8325566,398656,37.6189994812012,-122.375,34.42620087,-119.8399963,667,2106480,1931726,174754,30.0
3482045,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4445,6690,223,89,2006-09,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2245,595410,395605,199805,30.0
3482046,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",3930,7208,212,89,2006-01,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3278,641512,349770,291742,34.0
3482050,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5160,8296,244,89,2006-10,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3136,738344,459240,279104,34.0
3482052,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4806,6810,227,89,2006-06,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2004,606090,427734,178356,30.0
3482053,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5703,8228,242,89,2006-07,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2525,732292,507567,224725,34.0
3482054,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4751,7956,234,89,2006-04,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3205,708084,422839,285245,34.0
3482055,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4860,7050,235,89,2006-10,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2190,627450,432540,194910,30.0
3482056,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5313,8024,236,89,2006-06,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2711,714136,472857,241279,34.0
3482057,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4778,6870,229,89,2006-07,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2092,611430,425242,186188,30.0
3482058,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4896,7020,234,89,2006-05,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2124,624780,435744,189036,30.0
3482059,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5090,8262,243,89,2006-05,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3172,735318,453010,282308,34.0
3482060,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5608,8194,241,89,2006-08,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2586,729266,499112,230154,34.0
3482062,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4048,7410,247,89,2006-01,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3362,659490,360272,299218,30.0
3482063,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4767,7888,232,89,2006-11,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3121,702032,424263,277769,34.0
3482064,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4875,6990,233,89,2006-08,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2115,622110,433875,188235,30.0
3482066,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",3651,6540,218,89,2006-02,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2889,582060,324939,257121,30.0
3482067,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4702,7290,243,89,2006-03,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2588,648810,418478,230332,30.0
3482068,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4540,8194,241,89,2006-03,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3654,729266,404060,325206,34.0
3482069,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4929,8024,236,89,2006-09,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3095,714136,438681,275455,34.0
3482070,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4710,7020,234,89,2006-04,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2310,624780,419190,205590,30.0
3482071,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",5060,8806,259,89,2006-12,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,3746,783734,450340,333394,34.0
3482072,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4107,6960,232,89,2006-12,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2853,619440,365523,253917,30.0
3482073,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4674,6840,228,89,2006-11,25427320,398656,33.94250107,-118.4079971,34.42620087,-119.8399963,2166,608760,415986,192774,30.0
3482076,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4875,7050,235,89,2007-04,25385206,400499,33.94250107,-118.4079971,34.42620087,-119.8399963,2175,627450,433875,193575,30.0
3482080,LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",4043,6630,221,89,2007-09,25385206,400499,33.94250107,-118.4079971,34.42620087,-119.8399963,2587,590070,359827,230243,30.0
